"","File","Date","Subject","Result","TA_Tally","NIL_Tally"
"555","Ireland-seanad-minutes-2009June17-p4.html","2009/6/17","17/Jun/2009 Order of Business.","Amendment declared lost.","21","23"
"556","Ireland-seanad-minutes-2009June17-p7.html","2009/6/17","17/Jun/2009 Nursing Homes Support Scheme Bill 2008: Committee Stage.","Amendment declared lost.","16","22"
"557","Ireland-seanad-minutes-2009June23-p6.html","2009/6/23","23/Jun/2009 Order of Business (Resumed).","Amendment declared lost.","20","23"
"558","Ireland-seanad-minutes-2009June24-p4.html","2009/6/24","24/Jun/2009 Order of Business.","[285]Amendment declared lost.","23","24"
"559","Ireland-seanad-minutes-2009June24-p5.html","2009/6/24","24/Jun/2009 Nursing Homes Support Scheme Bill 2008: Report and Final Stages.","Amendment declared lost.","20","23"
"560","Ireland-seanad-minutes-2009June24-p5.html","2009/6/24","24/Jun/2009 Nursing Homes Support Scheme Bill 2008: Report and Final Stages.","Amendment declared lost.","20","24"
"561","Ireland-seanad-minutes-2009June24-p5.html","2009/6/24","24/Jun/2009 Nursing Homes Support Scheme Bill 2008: Report and Final Stages.","Amendment declared lost.","20","23"
"562","Ireland-seanad-minutes-2009June24-p5.html","2009/6/24","24/Jun/2009 Nursing Homes Support Scheme Bill 2008: Report and Final Stages.","Question declared carried.","25","22"
"563","Ireland-seanad-minutes-2009June24-p5.html","2009/6/24","24/Jun/2009 Nursing Homes Support Scheme Bill 2008: Report and Final Stages.","Question declared carried.","28","19"
"564","Ireland-seanad-minutes-2009June24-p6.html","2009/6/24","24/Jun/2009 Dairy Industry: Motion.","Amendment declared carried.","24","22"
"565","Ireland-seanad-minutes-2009June25-p4.html","2009/6/25","25/Jun/2009 Order of Business.","Amendment declared lost.","21","24"
"566","Ireland-seanad-minutes-2009June25-p5.html","2009/6/25","25/Jun/2009 Financial Measures (Miscellaneous Provisions) Bill 2009: Second Stage.","Question declared carried.","26","15"
"567","Ireland-seanad-minutes-2009June25-p6.html","2009/6/25","25/Jun/2009 Financial Measures (Miscellaneous Provisions) Bill 2009: Committee Stage.","Question declared carried.","25","15"
"568","Ireland-seanad-minutes-2009June25-p7.html","2009/6/25","25/Jun/2009 Financial Measures (Miscellaneous Provisions) Bill 2009: Report and Final Stages.","Question declared carried.","25","15"
"569","Ireland-seanad-minutes-2009March04-p6.html","2009/3/ 4","04/Mar/2009 Local Economic Initiatives: Motion.","Amendment declared lost.","20","28"
"570","Ireland-seanad-minutes-2009March05-p10.html","2009/3/ 5","05/Mar/2009 Investment of the National Pensions Reserve Fund and Miscellaneous Provisions Bill 2009: Motion for Earlier Signature.","Question declared carried.","25","13"
"571","Ireland-seanad-minutes-2009March05-p8.html","2009/3/ 5","05/Mar/2009 Investment of the National Pensions Reserve Fund and Miscellaneous Provisions Bill 2009: Second Stage (Resumed).","Question declared carried.","25","14"
"572","Ireland-seanad-minutes-2009March05-p9.html","2009/3/ 5","05/Mar/2009 Investment of the National Pensions Reserve Fund and Miscellaneous Provisions Bill 2009: Committee and Remaining Stages.","Amendment declared lost.","14","26"
"573","Ireland-seanad-minutes-2009March05-p9.html","2009/3/ 5","05/Mar/2009 Investment of the National Pensions Reserve Fund and Miscellaneous Provisions Bill 2009: Committee and Remaining Stages.","Question declared carried.","24","13"
"574","Ireland-seanad-minutes-2009March11-p9.html","2009/3/11","11/Mar/2009 Seanad Reform: Motion.","Amendment declared carried.","28","22"
"575","Ireland-seanad-minutes-2009March12-p4.html","2009/3/12","12/Mar/2009 Order of Business.","Amendment declared lost.","17","24"
"576","Ireland-seanad-minutes-2009March12-p5.html","2009/3/12","12/Mar/2009 Harbours (Amendment) Bill 2008: Report and Final Stages.","Question declared carried.","23","15"
"577","Ireland-seanad-minutes-2009March12-p5.html","2009/3/12","12/Mar/2009 Harbours (Amendment) Bill 2008: Report and Final Stages.","Question declared carried.","24","13"
"578","Ireland-seanad-minutes-2009March12-p5.html","2009/3/12","12/Mar/2009 Harbours (Amendment) Bill 2008: Report and Final Stages.","Question declared carried.","24","15"
"579","Ireland-seanad-minutes-2009March25-p8.html","2009/3/25","25/Mar/2009 Telecommunications Services: Motion.","Amendment declared lost.","21","27"
"580","Ireland-seanad-minutes-2009May06-p4.html","2009/5/ 6","06/May/2009 Order of Business.","Amendment declared lost.","21","26"
"581","Ireland-seanad-minutes-2009May13-p6.html","2009/5/13","13/May/2009 Order of Business (Resumed).","[354]Amendment declared lost.","18","26"
"582","Ireland-seanad-minutes-2009May13-p7.html","2009/5/13","13/May/2009 Adoption Bill 2009: Report Stage.","Amendment declared lost.","17","26"
"583","Ireland-seanad-minutes-2009May13-p8.html","2009/5/13","13/May/2009 Corporate Governance: Motion.","Amendment declared carried.","26","16"
"584","Ireland-seanad-minutes-2009May19-p4.html","2009/5/19","19/May/2009 Order of Business.","Amendment declared lost.","16","22"
"585","Ireland-seanad-minutes-2009May19-p4.html","2009/5/19","19/May/2009 Order of Business.","Question declared carried.","23","16"
"586","Ireland-seanad-minutes-2009May19-p5.html","2009/5/19","19/May/2009 Adoption Bill 2009: Report Stage (Resumed) and Final Stage.","Amendment declared lost.","16","22"
"587","Ireland-seanad-minutes-2009May19-p5.html","2009/5/19","19/May/2009 Adoption Bill 2009: Report Stage (Resumed) and Final Stage.","Amendment declared lost.","15","22"
"588","Ireland-seanad-minutes-2009May20-p10.html","2009/5/20","20/May/2009 Companies (Amendment) Bill 2009: Committee Stage.","Amendment declared lost.","14","22"
"589","Ireland-seanad-minutes-2009May20-p11.html","2009/5/20","20/May/2009 Overseas Development Aid: Motion.","Amendment declared lost.","17","25"
"590","Ireland-seanad-minutes-2009May20-p11.html","2009/5/20","20/May/2009 Overseas Development Aid: Motion.","Amendment declared lost.","16","26"
"591","Ireland-seanad-minutes-2009May20-p11.html","2009/5/20","20/May/2009 Overseas Development Aid: Motion.","Amendment declared lost.","17","25"
"592","Ireland-seanad-minutes-2009May20-p11.html","2009/5/20","20/May/2009 Overseas Development Aid: Motion.","[596]Question declared carried.","23","17"
"593","Ireland-seanad-minutes-2009May27-p4.html","2009/5/27","27/May/2009 Order of Business.","Amendment declared lost.","16","25"
"594","Ireland-seanad-minutes-2009May27-p5.html","2009/5/27","27/May/2009 Companies (Amendment) Bill 2009: Committee Stage (Resumed).","Question declared carried.","30","15"
"595","Ireland-seanad-minutes-2009May27-p7.html","2009/5/27","27/May/2009 Monageer Report: Motion.","Amendment declared carried.","24","17"
"596","Ireland-seanad-minutes-2009May28-p4.html","2009/5/28","28/May/2009 Order of Business.","Amendment declared lost.","18","25"
"597","Ireland-seanad-minutes-2009May28-p4.html","2009/5/28","28/May/2009 Order of Business.","Amendment declared lost.","17","27"
"598","Ireland-seanad-minutes-2009May28-p6.html","2009/5/28","28/May/2009 Finance Bill 2009 [Certified Money Bill]: Second Stage.","Question declared carried.","21","17"
"599","Ireland-seanad-minutes-2009May28-p7.html","2009/5/28","28/May/2009 Finance Bill 2009 [Certified Money Bill]: Committee and Remaining Stages.","Recommendation declared lost.","16","24"
"600","Ireland-seanad-minutes-2009May28-p7.html","2009/5/28","28/May/2009 Finance Bill 2009 [Certified Money Bill]: Committee and Remaining Stages.","Question declared carried.","23","16"
"601","Ireland-seanad-minutes-2009November03-p6.html","2009/11/ 3","03/Nov/2009 Industrial Relations (Amendment) Bill 2009: Committee and Remaining Stages.","Amendment declared lost.","12","32"
"602","Ireland-seanad-minutes-2009November04-p3.html","2009/11/ 4","04/Nov/2009 Order of Business.","Amendment declared lost.","25","28"
"603","Ireland-seanad-minutes-2009November04-p4.html","2009/11/ 4","04/Nov/2009 Planning and Development (Amendment) Bill 2009: Second Stage (Resumed).","Question declared carried.","35","15"
"604","Ireland-seanad-minutes-2009November04-p5.html","2009/11/ 4","04/Nov/2009 Criminal Procedure Bill 2009: Committee Stage.","Amendment declared lost.","22","28"
"605","Ireland-seanad-minutes-2009November04-p5.html","2009/11/ 4","04/Nov/2009 Criminal Procedure Bill 2009: Committee Stage.","Amendment declared lost.","23","26"
"606","Ireland-seanad-minutes-2009November04-p7.html","2009/11/ 4","04/Nov/2009 Mortgage and Debt Support Measures: Motion.","Amendment declared carried.","27","22"
"607","Ireland-seanad-minutes-2009November04-p7.html","2009/11/ 4","04/Nov/2009 Mortgage and Debt Support Measures: Motion.","Question declared carried.","27","22"
"608","Ireland-seanad-minutes-2009November05-p4.html","2009/11/ 5","05/Nov/2009 Order of Business.","Amendment declared lost.","22","26"
"609","Ireland-seanad-minutes-2009November05-p4.html","2009/11/ 5","05/Nov/2009 Order of Business.","Amendment declared lost.","19","29"
"610","Ireland-seanad-minutes-2009November09-p6.html","2009/11/ 9","09/Nov/2009 National Asset Management Agency Bill 2009: Second Stage.","Question declared carried.","29","24"
"611","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","23","28"
"612","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","24","28"
"613","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","22","28"
"614","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","23","27"
"615","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","22","27"
"616","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","22","27"
"617","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Amendment declared lost.","23","27"
"618","Ireland-seanad-minutes-2009November10-p7.html","2009/11/10","10/Nov/2009 National Asset Management Agency Bill 2009: Committee Stage (Resumed).","Question declared carried.","28","23"
"619","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Amendment declared lost.","25","29"
"620","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Amendment declared lost.","23","31"
"621","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","27","25"
"622","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","28","24"
"623","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","27","24"
"624","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","26","25"
"625","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","[285]Amendment declared lost.","24","27"
"626","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","28","23"
"627","Ireland-seanad-minutes-2009November11-p6.html","2009/11/11","11/Nov/2009 National Asset Management Agency Bill 2009: Report and Final Stages.","Question declared carried.","28","23"
"628","Ireland-seanad-minutes-2009November17-p4.html","2009/11/17","17/Nov/2009 Order of Business.","Question declared carried.","27","19"
"629","Ireland-seanad-minutes-2009November18-p4.html","2009/11/18","18/Nov/2009 Order of Business.","Amendment declared lost.","26","27"
"630","Ireland-seanad-minutes-2009November18-p6.html","2009/11/18","18/Nov/2009 Defence (Miscellaneous Provisions) Bill 2009: Committee and Remaining Stages.","Question declared carried.","27","22"
"631","Ireland-seanad-minutes-2009November18-p9.html","2009/11/18","18/Nov/2009 Bio-fuel Obligation Scheme: Motion.","Amendment declared lost.","16","28"
"632","Ireland-seanad-minutes-2009November19-p8.html","2009/11/19","19/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage.","Question declared carried.","28","11"
"633","Ireland-seanad-minutes-2009November19-p8.html","2009/11/19","19/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage.","Question declared carried.","25","12"
"634","Ireland-seanad-minutes-2009November19-p8.html","2009/11/19","19/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage.","Question declared carried.","22","13"
"635","Ireland-seanad-minutes-2009November25-p11.html","2009/11/25","25/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage (Resumed).","Question declared carried.","28","17"
"636","Ireland-seanad-minutes-2009November25-p11.html","2009/11/25","25/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage (Resumed).","Question declared carried.","34","15"
"637","Ireland-seanad-minutes-2009November25-p11.html","2009/11/25","25/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage (Resumed).","Question declared carried.","35","14"
"638","Ireland-seanad-minutes-2009November25-p14.html","2009/11/25","25/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage (Resumed).","[655]Question declared carried.","28","15"
"639","Ireland-seanad-minutes-2009November25-p5.html","2009/11/25","25/Nov/2009 Order of Business.","Amendment declared lost.","20","28"
"640","Ireland-seanad-minutes-2009November25-p6.html","2009/11/25","25/Nov/2009 Planning and Development (Amendment) Bill 2009: Committee Stage (Resumed).","Question declared carried.","32","14"
"641","Ireland-seanad-minutes-2009November26-p9.html","2009/11/26","26/Nov/2009 European Council Decisions: Motion.","Question declared carried.","25","16"
"642","Ireland-seanad-minutes-2009October06-p5.html","2009/10/ 6","06/Oct/2009 Public Transport Regulation Bill 2009: Committee Stage.","Question declared carried.","28","15"
"643","Ireland-seanad-minutes-2009October06-p5.html","2009/10/ 6","06/Oct/2009 Public Transport Regulation Bill 2009: Committee Stage.","Question declared carried.","25"," 6"
"644","Ireland-seanad-minutes-2009October06-p5.html","2009/10/ 6","06/Oct/2009 Public Transport Regulation Bill 2009: Committee Stage.","Question declared carried.","27","11"
"645","Ireland-seanad-minutes-2009October07-p5.html","2009/10/ 7","07/Oct/2009 Industrial Relations (Amendment) Bill 2009: Second Stage (Resumed).","Question declared carried.","35","16"
"646","Ireland-seanad-minutes-2009October07-p8.html","2009/10/ 7","07/Oct/2009 Public Transport: Motion.","Amendment declared carried.","27","22"
"647","Ireland-seanad-minutes-2009October08-p5.html","2009/10/ 8","08/Oct/2009 Public Transport Regulation Bill 2009: Committee Stage (Resumed).","Amendment declared lost."," 7","25"
"648","Ireland-seanad-minutes-2009October15-p4.html","2009/10/15","15/Oct/2009 Order of Business.","Question declared carried.","29","19"
"649","Ireland-seanad-minutes-2009October15-p7.html","2009/10/15","15/Oct/2009 Public Transport Regulation Bill 2009: Report and Final Stages.","Question declared carried.","30","15"
"650","Ireland-seanad-minutes-2009October21-p4.html","2009/10/21","21/Oct/2009 Order of Business.","[356]Amendment declared lost.","19","29"
"651","Ireland-seanad-minutes-2009October21-p4.html","2009/10/21","21/Oct/2009 Order of Business.","Amendment declared lost.","20","29"
"652","Ireland-seanad-minutes-2009October21-p4.html","2009/10/21","21/Oct/2009 Order of Business.","Question declared carried.","31","18"
"653","Ireland-seanad-minutes-2009October28-p4.html","2009/10/28","28/Oct/2009 Order of Business.","Question declared carried.","25","24"
"654","Ireland-seanad-minutes-2009October28-p7.html","2009/10/28","28/Oct/2009 Appointments to Public Bodies Bill 2009: Second Stage.","Question declared lost.","23","25"
"655","Ireland-seanad-minutes-2009September23-p4.html","2009/9/23","23/Sep/2009 Order of Business.","Amendment declared lost.","24","27"
"656","Ireland-seanad-minutes-2009September23-p4.html","2009/9/23","23/Sep/2009 Order of Business.","Question declared carried.","27","22"
"657","Ireland-seanad-minutes-2009September24-p6.html","2009/9/24","24/Sep/2009 Public Transport Regulation Bill 2009: Second Stage.","Question declared carried.","25","14"
"658","Ireland-seanad-minutes-2010April20-p4.html","2010/4/20","20/Apr/2010 Order of Business.","Amendment declared lost.","25","27"
"659","Ireland-seanad-minutes-2010April21-p4.html","2010/4/21","21/Apr/2010 Order of Business.","Amendment declared lost.","23","27"
"660","Ireland-seanad-minutes-2010April28-p6.html","2010/4/28","28/Apr/2010 Fines Bill 2009: Committee Stage.","Question declared carried","26","20"
"661","Ireland-seanad-minutes-2010April28-p6.html","2010/4/28","28/Apr/2010 Fines Bill 2009: Committee Stage.","Question declared carried.","26","19"
"662","Ireland-seanad-minutes-2010April28-p9.html","2010/4/28","28/Apr/2010 Smarter Travel Initiative: Motion.","Amendment declared lost","19","29"
"663","Ireland-seanad-minutes-2010April28-p9.html","2010/4/28","28/Apr/2010 Smarter Travel Initiative: Motion.","Question declared carried.","28","19"
"664","Ireland-seanad-minutes-2010April29-p4.html","2010/4/29","29/Apr/2010 Order of Business.","Amendment declared lost.","21","26"
"665","Ireland-seanad-minutes-2010December01-p10.html","2010/12/ 1","01/Dec/2010 Prevention of Corruption (Amendment) Bill 2008: Report and Final Stages","Amendment declared lost.","18","28"
"666","Ireland-seanad-minutes-2010December01-p8.html","2010/12/ 1","01/Dec/2010 Communications Regulation (Postal Services) Bill 2010: Committee Stage","Question declared carried.","28","22"
"667","Ireland-seanad-minutes-2010December01-p9.html","2010/12/ 1","01/Dec/2010 Lost at Sea Scheme: Motion","Amendment declared carried.","26","19"
"668","Ireland-seanad-minutes-2010December01-p9.html","2010/12/ 1","01/Dec/2010 Lost at Sea Scheme: Motion","Question declared carried.","27","21"
"669","Ireland-seanad-minutes-2010December07-p6.html","2010/12/ 7","07/Dec/2010 Communications Regulation (Postal Services) Bill 2010: Committee Stage (Resumed)","Question declared carried.","29","14"
"670","Ireland-seanad-minutes-2010December08-p4.html","2010/12/ 8","08/Dec/2010 Order of Business","Amendment declared lost.","17","28"
"671","Ireland-seanad-minutes-2010December08-p8.html","2010/12/ 8","08/Dec/2010 Confidence in Government: Motion","Amendment declared lost.","30","22"
"672","Ireland-seanad-minutes-2010December08-p8.html","2010/12/ 8","08/Dec/2010 Confidence in Government: Motion","Question declared carried.","30","22"
"673","Ireland-seanad-minutes-2010December09-p10.html","2010/12/ 9","09/Dec/2010 Communications Regulation (Postal Services) Bill 2010: Report and Final Stages","[421]Question declared carried.","21","11"
"674","Ireland-seanad-minutes-2010December09-p10.html","2010/12/ 9","09/Dec/2010 Communications Regulation (Postal Services) Bill 2010: Report and Final Stages","Amendment declared lost.","11","23"
"675","Ireland-seanad-minutes-2010December14-p13.html","2010/12/14","14/Dec/2010 Financial Emergency Measures in the Public Interest (No. 2) Bill 2010: Second Stage (Resumed)","Question declared carried.","25","17"
"676","Ireland-seanad-minutes-2010December14-p13.html","2010/12/14","14/Dec/2010 Financial Emergency Measures in the Public Interest (No. 2) Bill 2010: Second Stage (Resumed)","Question declared carried.","26","16"
"677","Ireland-seanad-minutes-2010December14-p4.html","2010/12/14","14/Dec/2010 Order of Business","Question declared carried.","32","17"
"678","Ireland-seanad-minutes-2010December14-p7.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Second Stage","Question declared carried.","28","19"
"679","Ireland-seanad-minutes-2010December14-p7.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Second Stage","Question declared carried.","28","18"
"680","Ireland-seanad-minutes-2010December14-p8.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Committee and Remaining Stages","Question declared carried.","28","20"
"681","Ireland-seanad-minutes-2010December14-p8.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Committee and Remaining Stages","Question declared carried.","28","20"
"682","Ireland-seanad-minutes-2010December14-p8.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Committee and Remaining Stages","Question declared carried.","28","19"
"683","Ireland-seanad-minutes-2010December14-p9.html","2010/12/14","14/Dec/2010 Social Welfare Bill 2010: Motion for Earlier Signature","Question declared carried.","28","19"
"684","Ireland-seanad-minutes-2010December15-p4.html","2010/12/15","15/Dec/2010 Order of Business","Amendment declared lost.","22","27"
"685","Ireland-seanad-minutes-2010December15-p7.html","2010/12/15","15/Dec/2010 Financial Emergency Measures in the Public Interest (No. 2) Bill 2010: Committee and Remaining Stages","Question declared carried.","27","19"
"686","Ireland-seanad-minutes-2010December15-p7.html","2010/12/15","15/Dec/2010 Financial Emergency Measures in the Public Interest (No. 2) Bill 2010: Committee and Remaining Stages","Question declared carried.","26","21"
"687","Ireland-seanad-minutes-2010December16-p7.html","2010/12/16","16/Dec/2010 Credit Institutions (Stabilisation) Bill 2010: Second Stage","Question declared carried.","27","20"
"688","Ireland-seanad-minutes-2010December16-p8.html","2010/12/16","16/Dec/2010 Credit Institutions (Stabilisation) Bill 2010: Committee and Remaining Stages","Question declared carried.","27","16"
"689","Ireland-seanad-minutes-2010December16-p9.html","2010/12/16","16/Dec/2010 Credit Institutions (Stabilisation) Bill 2010: Motion for Earlier Signature","Question declared carried.","28","16"
"690","Ireland-seanad-minutes-2010December17-p6.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Committee and Remaining Stages","Amendment declared lost.","17","22"
"691","Ireland-seanad-minutes-2010December17-p6.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Committee and Remaining Stages","Question declared carried.","23","18"
"692","Ireland-seanad-minutes-2010December17-p6.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Committee and Remaining Stages","Amendment declared lost.","19","22"
"693","Ireland-seanad-minutes-2010December17-p6.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Committee and Remaining Stages","Question declared carried.","23","17"
"694","Ireland-seanad-minutes-2010December17-p6.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Committee and Remaining Stages","Question declared carried.","23","19"
"695","Ireland-seanad-minutes-2010December17-p7.html","2010/12/17","17/Dec/2010 Social Welfare and Pensions Bill 2010: Motion for Earlier Signature","Question declared carried.","23","19"
"696","Ireland-seanad-minutes-2010February02-p4.html","2010/2/ 2","02/Feb/2010 Order of Business.","Amendment declared lost.","23","27"
"697","Ireland-seanad-minutes-2010February03-p4.html","2010/2/ 3","03/Feb/2010 Order of Business.","Amendment declared lost.","21","28"
"698","Ireland-seanad-minutes-2010February03-p9.html","2010/2/ 3","03/Feb/2010 Water and Roads Infrastructure: Motion.","Amendment declared carried.","30","21"
"699","Ireland-seanad-minutes-2010February03-p9.html","2010/2/ 3","03/Feb/2010 Water and Roads Infrastructure: Motion.","Question declared carried.","30","21"
"700","Ireland-seanad-minutes-2010February09-p4.html","2010/2/ 9","09/Feb/2010 Order of Business.","Amendment declared lost.","22","26"
"701","Ireland-seanad-minutes-2010February10-p10.html","2010/2/10","10/Feb/2010 Youth Unemployment: Motion.","[634]Amendment declared carried.","28","25"
"702","Ireland-seanad-minutes-2010February10-p4.html","2010/2/10","10/Feb/2010 Order of Business.","Amendment declared lost.","24","30"
"703","Ireland-seanad-minutes-2010February10-p6.html","2010/2/10","10/Feb/2010 Dog Breeding Establishments Bill 2009: Committee Stage.","Amendment declared lost.","14","34"
"704","Ireland-seanad-minutes-2010February16-p5.html","2010/2/16","16/Feb/2010 Order of Business.","Amendment declared lost.","25","29"
"705","Ireland-seanad-minutes-2010February17-p4.html","2010/2/17","17/Feb/2010 Order of Business.","[742]Amendment declared lost.","23","30"
"706","Ireland-seanad-minutes-2010February23-p5.html","2010/2/23","23/Feb/2010 Order of Business.","Amendment declared lost.","20","31"
"707","Ireland-seanad-minutes-2010February23-p5.html","2010/2/23","23/Feb/2010 Order of Business.","Amendment declared lost.","19","32"
"708","Ireland-seanad-minutes-2010February24-p4.html","2010/2/24","24/Feb/2010 Order of Business.","Amendment declared lost.","24","31"
"709","Ireland-seanad-minutes-2010February24-p7.html","2010/2/24","24/Feb/2010 Special Educational Needs: Motion.","Amendment declared carried.","30","23"
"710","Ireland-seanad-minutes-2010February24-p7.html","2010/2/24","24/Feb/2010 Special Educational Needs: Motion.","Question declared carried.","30","23"
"711","Ireland-seanad-minutes-2010February25-p5.html","2010/2/25","25/Feb/2010 Order of Business.","Amendment declared lost.","22","28"
"712","Ireland-seanad-minutes-2010January20-p5.html","2010/1/20","20/Jan/2010 Order of Business.","Amendment declared lost.","23","27"
"713","Ireland-seanad-minutes-2010January20-p5.html","2010/1/20","20/Jan/2010 Order of Business.","[32]Amendment declared lost.","23","27"
"714","Ireland-seanad-minutes-2010January26-p4.html","2010/1/26","26/Jan/2010 Order of Business.","Amendment declared lost.","20","26"
"715","Ireland-seanad-minutes-2010January27-p5.html","2010/1/27","27/Jan/2010 Communications Regulation (Premium Rate Services and Electronic Communications Infrastructure) Bill 2009: Committee Stage.","Question declared carried.","27","16"
"716","Ireland-seanad-minutes-2010January28-p4.html","2010/1/28","28/Jan/2010 Order of Business.","[285]Amendment declared lost.","19","24"
"717","Ireland-seanad-minutes-2010July01-p4.html","2010/7/ 1","01/Jul/2010 Order of Business","Amendment declared lost.","16","33"
"718","Ireland-seanad-minutes-2010July02-p10.html","2010/7/ 2","02/Jul/2010 Wildlife (Amendment) Bill 2010: Committee Stage","Question declared carried.","26","16"
"719","Ireland-seanad-minutes-2010July02-p10.html","2010/7/ 2","02/Jul/2010 Wildlife (Amendment) Bill 2010: Committee Stage","Question declared carried.","28","13"
"720","Ireland-seanad-minutes-2010July02-p11.html","2010/7/ 2","02/Jul/2010 Wildlife (Amendment) Bill 2010: Report and Final Stages","[993]Amendment declared lost.","14","26"
"721","Ireland-seanad-minutes-2010July02-p11.html","2010/7/ 2","02/Jul/2010 Wildlife (Amendment) Bill 2010: Report and Final Stages","Question declared carried.","25","16"
"722","Ireland-seanad-minutes-2010July02-p4.html","2010/7/ 2","02/Jul/2010 Order of Business","Amendment declared lost.","17","24"
"723","Ireland-seanad-minutes-2010July02-p7.html","2010/7/ 2","02/Jul/2010 Health (Amendment) Bill 2010: Committee and Remaining Stages","Amendment declared lost.","19","22"
"724","Ireland-seanad-minutes-2010July06-p4.html","2010/7/ 6","06/Jul/2010 Order of Business","Amendment declared lost.","20","30"
"725","Ireland-seanad-minutes-2010July06-p5.html","2010/7/ 6","06/Jul/2010 Social Welfare (Miscellaneous Provisions) Bill 2010: Second Stage","Question declared carried.","29","22"
"726","Ireland-seanad-minutes-2010July06-p6.html","2010/7/ 6","06/Jul/2010 Health (Miscellaneous Provisions) Bill 2010: Committee and Remaining Stages","Amendment declared lost.","24","28"
"727","Ireland-seanad-minutes-2010July06-p6.html","2010/7/ 6","06/Jul/2010 Health (Miscellaneous Provisions) Bill 2010: Committee and Remaining Stages","Question declared carried.","28","24"
"728","Ireland-seanad-minutes-2010July06-p6.html","2010/7/ 6","06/Jul/2010 Health (Miscellaneous Provisions) Bill 2010: Committee and Remaining Stages","Question declared carried.","28","23"
"729","Ireland-seanad-minutes-2010July06-p9.html","2010/7/ 6","06/Jul/2010 Central Bank Reform Bill 2010: Committee and Remaining Stages","Question declared carried.","29","15"
"730","Ireland-seanad-minutes-2010July06-p9.html","2010/7/ 6","06/Jul/2010 Central Bank Reform Bill 2010: Committee and Remaining Stages","Amendment declared lost.","15","29"
"731","Ireland-seanad-minutes-2010July07-p13.html","2010/7/ 7","07/Jul/2010 Compulsory Purchase Orders (Extension of Time Limits) Bill 2010: Second and Subsequent Stages","Question declared carried.","46"," 5"
"732","Ireland-seanad-minutes-2010July07-p14.html","2010/7/ 7","07/Jul/2010 Civil Partnership and Certain Rights and Obligations of Cohabitants Bill 2009: Committee Stage","[238]Amendment declared lost.","22","31"
